cluster,length,contig_id,per_identity,rep
Cluster 1313,1029,t1_NODE_581_length_1029_cov_2.377823,96.40,False
Cluster 1313,1598,t1_NODE_247_length_1598_cov_2.489955,90.86,False
Cluster 1313,1542,t1_NODE_255_length_1542_cov_2.744452,87.42,False
Cluster 1313,1629,t1_NODE_196_length_1629_cov_2.496823,91.47,False
Cluster 1314,1082,t1_NODE_735_length_1082_cov_2.838364,97.87,False
Cluster 1314,1027,t1_NODE_1338_length_1027_cov_1.516461,97.57,False
Cluster 1314,2376,t1_NODE_251_length_2376_cov_4.816458,100.00,True
Cluster 1314,1795,t1_NODE_243_length_1795_cov_3.004598,97.33,False
Cluster 1314,1024,t1_NODE_1518_length_1024_cov_2.396285,98.44,False
Cluster 1314,1322,t1_NODE_680_length_1322_cov_3.561168,96.60,False
Cluster 1314,1019,t1_NODE_1886_length_1019_cov_1.795643,89.01,False
Cluster 1314,1813,t1_NODE_426_length_1813_cov_3.229238,96.80,False
Cluster 1314,1519,t1_NODE_867_length_1519_cov_2.627732,93.68,False
Cluster 1315,1549,t1_NODE_352_length_1549_cov_3.945114,87.67,False
Cluster 1315,2376,t1_NODE_45_length_2376_cov_3.149935,100.00,True
Cluster 1315,1621,t1_NODE_333_length_1621_cov_5.136015,88.09,False
Cluster 1315,1503,t1_NODE_273_length_1503_cov_4.367403,89.02,False
Cluster 1316,2376,t1_NODE_98_length_2376_cov_5.152520,100.00,True
Cluster 1316,1711,t1_NODE_513_length_1711_cov_7.488527,87.03,False
Cluster 1317,2376,t1_NODE_99_length_2376_cov_3.827660,100.00,True
Cluster 1318,1223,t1_NODE_770_length_1223_cov_1.995719,89.04,False
Cluster 1318,1116,t1_NODE_635_length_1116_cov_2.458058,95.97,False
Cluster 1318,2376,t1_NODE_100_length_2376_cov_2.958639,100.00,True
Cluster 1318,1163,t1_NODE_925_length_1163_cov_3.842058,96.39,False
Cluster 1318,1310,t1_NODE_411_length_1310_cov_5.035857,97.02,False
Cluster 1318,1362,t1_NODE_466_length_1362_cov_3.623565,96.33,False
Cluster 1318,1027,t1_NODE_2133_length_1027_cov_3.023663,90.17,False
Cluster 1318,1725,t1_NODE_286_length_1725_cov_5.246707,85.28,False
Cluster 1318,1271,t1_NODE_657_length_1271_cov_2.378289,91.19,False
Cluster 1318,1161,t1_NODE_657_length_1161_cov_3.220615,97.16,False
Cluster 1318,1073,t1_NODE_703_length_1073_cov_2.333006,86.77,False
Cluster 1319,1669,t1_NODE_51_length_1669_cov_1.530979,89.04,False
Cluster 1319,2376,t1_NODE_110_length_2376_cov_3.098664,100.00,True
Cluster 1320,2375,t1_NODE_179_length_2375_cov_9.703879,100.00,True
Cluster 1321,1004,t1_NODE_575_length_1004_cov_1.799789,96.81,False
Cluster 1321,2374,t1_NODE_252_length_2374_cov_3.260888,100.00,True
Cluster 1321,1127,t1_NODE_971_length_1127_cov_2.728545,98.49,False
Cluster 1322,1679,t1_NODE_174_length_1679_cov_4.712438,99.82,False
Cluster 1322,2374,t1_NODE_77_length_2374_cov_4.972833,100.00,True
Cluster 1322,1662,t1_NODE_415_length_1662_cov_4.186683,87.55,False
Cluster 1322,2372,t1_NODE_110_length_2372_cov_3.038843,95.36,False
Cluster 1322,1072,t1_NODE_846_length_1072_cov_3.303835,86.01,False
Cluster 1323,2374,t1_NODE_45_length_2374_cov_11.219922,100.00,True
Cluster 1324,2373,t1_NODE_99_length_2373_cov_4.171700,100.00,True
Cluster 1325,2373,t1_NODE_101_length_2373_cov_2.920190,100.00,True
Cluster 1325,1265,t1_NODE_579_length_1265_cov_4.489256,98.50,False
Cluster 1326,2372,t1_NODE_180_length_2372_cov_5.667674,100.00,True
Cluster 1327,2020,t1_NODE_138_length_2020_cov_4.785242,92.08,False
Cluster 1327,2372,t1_NODE_111_length_2372_cov_13.881312,100.00,True
Cluster 1327,2171,t1_NODE_301_length_2171_cov_11.530718,91.99,False
Cluster 1328,1822,t1_NODE_37_length_1822_cov_5.078098,99.62,False
Cluster 1328,1749,t1_NODE_29_length_1749_cov_3.116293,99.83,False
Cluster 1328,2186,t1_NODE_102_length_2186_cov_13.343501,97.94,False
Cluster 1328,1915,t1_NODE_532_length_1915_cov_11.943011,97.18,False
Cluster 1328,1663,t1_NODE_180_length_1663_cov_4.973881,99.52,False
Cluster 1328,2126,t1_NODE_53_length_2126_cov_13.023660,99.72,False
Cluster 1328,1704,t1_NODE_73_length_1704_cov_10.358399,99.94,False
Cluster 1328,2199,t1_NODE_100_length_2199_cov_7.498134,99.09,False
Cluster 1328,2016,t1_NODE_73_length_2016_cov_11.537991,99.90,False
Cluster 1328,1992,t1_NODE_231_length_1992_cov_14.418172,99.90,False
Cluster 1328,1093,t1_NODE_190_length_1093_cov_2.301541,99.63,False
Cluster 1328,2005,t1_NODE_114_length_2005_cov_19.937949,99.85,False
Cluster 1328,1965,t1_NODE_124_length_1965_cov_4.814136,99.69,False
Cluster 1328,2371,t1_NODE_234_length_2371_cov_31.094991,100.00,True
Cluster 1329,1381,t1_NODE_547_length_1381_cov_3.078431,90.37,False
Cluster 1329,1684,t1_NODE_280_length_1684_cov_3.126458,96.73,False
Cluster 1329,2370,t1_NODE_101_length_2370_cov_4.568035,100.00,True
Cluster 1330,2369,t1_NODE_253_length_2369_cov_3.946413,100.00,True
Cluster 1331,2369,t1_NODE_128_length_2369_cov_7.257563,100.00,True
Cluster 1332,2369,t1_NODE_62_length_2369_cov_6.940795,100.00,True
Cluster 1333,2368,t1_NODE_27_length_2368_cov_4.116732,100.00,True
Cluster 1334,2368,t1_NODE_126_length_2368_cov_5.974060,100.00,True
Cluster 1335,1262,t1_NODE_446_length_1262_cov_2.221210,94.29,False
Cluster 1335,2329,t1_NODE_275_length_2329_cov_3.866755,93.60,False
Cluster 1335,1903,t1_NODE_183_length_1903_cov_3.911255,97.69,False
Cluster 1335,2045,t1_NODE_185_length_2045_cov_3.465829,95.79,False
Cluster 1335,1012,t1_NODE_573_length_1012_cov_3.440961,94.17,False
Cluster 1335,2190,t1_NODE_56_length_2190_cov_3.993911,91.87,False
Cluster 1335,2367,t1_NODE_129_length_2367_cov_4.468426,100.00,True
Cluster 1335,1207,t1_NODE_549_length_1207_cov_2.493056,95.36,False
Cluster 1335,1230,t1_NODE_14_length_1230_cov_4.969362,99.84,False
Cluster 1335,1957,t1_NODE_422_length_1957_cov_4.655626,97.29,False
Cluster 1336,1284,t1_NODE_202_length_1284_cov_6.056143,96.50,False
Cluster 1336,1489,t1_NODE_453_length_1489_cov_11.657601,90.19,False
Cluster 1336,1125,t1_NODE_234_length_1125_cov_4.077570,97.87,False
Cluster 1336,1552,t1_NODE_148_length_1552_cov_5.381430,93.30,False
Cluster 1336,1808,t1_NODE_96_length_1808_cov_8.585853,94.03,False
Cluster 1336,2367,t1_NODE_112_length_2367_cov_32.256920,100.00,True
Cluster 1336,1678,t1_NODE_136_length_1678_cov_5.474430,99.52,False
Cluster 1336,1627,t1_NODE_230_length_1627_cov_10.047074,86.91,False
Cluster 1337,1330,t1_NODE_668_length_1330_cov_4.796078,96.09,False
Cluster 1337,1517,t1_NODE_116_length_1517_cov_14.205198,93.80,False
Cluster 1337,1555,t1_NODE_216_length_1555_cov_4.008000,96.33,False
Cluster 1337,1047,t1_NODE_1048_length_1047_cov_7.122984,89.88,False
Cluster 1337,1638,t1_NODE_435_length_1638_cov_5.852811,87.85,False
Cluster 1337,1808,t1_NODE_315_length_1808_cov_3.922989,96.02,False
Cluster 1337,1218,t1_NODE_197_length_1218_cov_5.114359,96.55,False
Cluster 1337,1598,t1_NODE_371_length_1598_cov_8.250810,96.12,False
Cluster 1337,1755,t1_NODE_284_length_1755_cov_6.465294,86.84,False
Cluster 1337,1257,t1_NODE_490_length_1257_cov_3.500000,92.28,False
Cluster 1337,2366,t1_NODE_74_length_2366_cov_5.533103,100.00,True
Cluster 1337,1271,t1_NODE_1438_length_1271_cov_16.327303,95.75,False
Cluster 1338,1055,t1_NODE_1243_length_1055_cov_2.305000,98.48,False
Cluster 1338,2365,t1_NODE_256_length_2365_cov_3.682251,100.00,True
Cluster 1338,1155,t1_NODE_368_length_1155_cov_1.838182,97.75,False
Cluster 1338,1027,t1_NODE_800_length_1027_cov_2.445473,94.55,False
Cluster 1338,1050,t1_NODE_1273_length_1050_cov_3.620101,98.67,False
Cluster 1338,1811,t1_NODE_220_length_1811_cov_3.584852,96.30,False
Cluster 1338,1447,t1_NODE_547_length_1447_cov_2.391523,96.82,False
Cluster 1338,1724,t1_NODE_305_length_1724_cov_2.831636,97.22,False
Cluster 1338,1126,t1_NODE_301_length_1126_cov_2.433240,99.20,False
Cluster 1338,1055,t1_NODE_1238_length_1055_cov_2.518000,97.54,False
Cluster 1338,1171,t1_NODE_394_length_1171_cov_2.824373,98.63,False
Cluster 1338,1764,t1_NODE_110_length_1764_cov_3.311878,98.81,False
Cluster 1338,1552,t1_NODE_500_length_1552_cov_4.820975,97.62,False
Cluster 1338,1119,t1_NODE_1436_length_1119_cov_3.135338,96.96,False
Cluster 1338,2140,t1_NODE_249_length_2140_cov_3.614868,90.28,False
Cluster 1338,1251,t1_NODE_498_length_1251_cov_1.873746,92.65,False
Cluster 1338,1838,t1_NODE_151_length_1838_cov_2.528323,98.26,False
Cluster 1338,1246,t1_NODE_1527_length_1246_cov_4.005038,97.51,False
Cluster 1339,2365,t1_NODE_149_length_2365_cov_4.127706,100.00,True
Cluster 1340,1009,t1_NODE_238_length_1009_cov_2.712788,97.62,False
Cluster 1340,1620,t1_NODE_379_length_1620_cov_11.436422,85.74,False
Cluster 1340,1093,t1_NODE_331_length_1093_cov_8.526012,96.80,False
Cluster 1340,1466,t1_NODE_477_length_1466_cov_8.493976,95.70,False
Cluster 1340,1113,t1_NODE_575_length_1113_cov_7.444234,95.51,False
Cluster 1340,1868,t1_NODE_95_length_1868_cov_4.135135,96.63,False
Cluster 1340,1446,t1_NODE_190_length_1446_cov_7.227175,95.50,False
Cluster 1340,1156,t1_NODE_334_length_1156_cov_8.475023,96.63,False
Cluster 1340,1740,t1_NODE_358_length_1740_cov_21.697329,95.29,False
Cluster 1340,1410,t1_NODE_709_length_1410_cov_4.803690,95.25,False
Cluster 1340,1283,t1_NODE_662_length_1283_cov_20.392508,93.84,False
Cluster 1340,2253,t1_NODE_54_length_2253_cov_9.624659,96.27,False
Cluster 1340,1967,t1_NODE_185_length_1967_cov_21.302824,96.80,False
Cluster 1340,1164,t1_NODE_547_length_1164_cov_5.912534,96.82,False
Cluster 1340,2365,t1_NODE_235_length_2365_cov_19.012121,100.00,True
Cluster 1341,2363,t1_NODE_78_length_2363_cov_8.384315,100.00,True
Cluster 1342,1207,t1_NODE_2223_length_1207_cov_2.731771,92.71,False
Cluster 1342,1253,t1_NODE_1253_length_1253_cov_3.178631,92.26,False
Cluster 1342,2362,t1_NODE_113_length_2362_cov_1.546597,100.00,True
Cluster 1343,1059,t1_NODE_1229_length_1059_cov_3.566733,97.92,False
Cluster 1343,2361,t1_NODE_257_length_2361_cov_3.366869,100.00,True
Cluster 1343,1126,t1_NODE_719_length_1126_cov_2.054155,97.34,False
Cluster 1344,1086,t1_NODE_436_length_1086_cov_2.265761,93.92,False
Cluster 1344,1429,t1_NODE_458_length_1429_cov_1.874818,97.41,False
Cluster 1344,2085,t1_NODE_162_length_2085_cov_4.314778,96.64,False
Cluster 1344,2361,t1_NODE_131_length_2361_cov_3.452732,100.00,True
Cluster 1344,1179,t1_NODE_1479_length_1179_cov_1.826512,96.86,False
Cluster 1344,1221,t1_NODE_535_length_1221_cov_1.975129,95.90,False
Cluster 1345,2360,t1_NODE_27_length_2360_cov_34.773536,100.00,True
Cluster 1346,1084,t1_NODE_1300_length_1084_cov_2.330418,98.71,False
Cluster 1346,2360,t1_NODE_114_length_2360_cov_6.183080,100.00,True
Cluster 1346,1393,t1_NODE_490_length_1393_cov_2.951420,90.24,False
Cluster 1346,1549,t1_NODE_235_length_1549_cov_2.342035,89.93,False
Cluster 1347,1321,t1_NODE_377_length_1321_cov_3.406003,92.96,False
Cluster 1347,1459,t1_NODE_429_length_1459_cov_13.073362,97.12,False
Cluster 1347,1048,t1_NODE_340_length_1048_cov_5.764350,92.27,False
Cluster 1347,1106,t1_NODE_254_length_1106_cov_7.417697,97.11,False
Cluster 1347,1343,t1_NODE_1641_length_1343_cov_9.406056,96.80,False
Cluster 1347,1230,t1_NODE_302_length_1230_cov_7.930213,96.83,False
Cluster 1347,1020,t1_NODE_823_length_1020_cov_7.926425,99.51,False
Cluster 1347,1842,t1_NODE_227_length_1842_cov_6.494684,97.12,False
Cluster 1347,1676,t1_NODE_294_length_1676_cov_8.093152,99.05,False
Cluster 1347,1206,t1_NODE_314_length_1206_cov_2.872285,90.88,False
Cluster 1347,1100,t1_NODE_1050_length_1100_cov_2.412440,96.82,False
Cluster 1347,1266,t1_NODE_116_length_1266_cov_3.913295,96.13,False
Cluster 1347,1561,t1_NODE_414_length_1561_cov_6.949535,94.23,False
Cluster 1347,1352,t1_NODE_608_length_1352_cov_3.481881,97.12,False
Cluster 1347,1313,t1_NODE_409_length_1313_cov_4.032591,97.87,False
Cluster 1347,1241,t1_NODE_616_length_1241_cov_4.331366,93.07,False
Cluster 1347,1416,t1_NODE_231_length_1416_cov_3.819985,97.03,False
Cluster 1347,1073,t1_NODE_1623_length_1073_cov_7.604126,94.13,False
Cluster 1347,1954,t1_NODE_329_length_1954_cov_10.829384,97.24,False
Cluster 1347,1786,t1_NODE_273_length_1786_cov_4.885038,92.78,False
Cluster 1347,1319,t1_NODE_426_length_1319_cov_4.986551,97.12,False
Cluster 1347,2360,t1_NODE_236_length_2360_cov_7.583514,100.00,True
Cluster 1348,2162,t1_NODE_143_length_2162_cov_3.440437,91.12,False
Cluster 1348,2043,t1_NODE_102_length_2043_cov_2.662475,86.93,False
Cluster 1348,2360,t1_NODE_237_length_2360_cov_3.026030,100.00,True
Cluster 1349,2359,t1_NODE_258_length_2359_cov_4.726128,100.00,True
Cluster 1350,2358,t1_NODE_260_length_2358_cov_4.100304,100.00,True
Cluster 1350,1196,t1_NODE_471_length_1196_cov_2.432077,85.87,False
Cluster 1351,2358,t1_NODE_51_length_2358_cov_7.221450,100.00,True
Cluster 1352,1160,t1_NODE_224_length_1160_cov_3.140271,90.78,False
Cluster 1352,1137,t1_NODE_406_length_1137_cov_2.153420,90.77,False
Cluster 1352,2239,t1_NODE_36_length_2239_cov_3.679487,93.79,False
Cluster 1352,1005,t1_NODE_870_length_1005_cov_3.181053,98.91,False
Cluster 1352,2229,t1_NODE_99_length_2229_cov_3.395584,98.83,False
Cluster 1352,2236,t1_NODE_119_length_2236_cov_4.648785,97.90,False
Cluster 1352,1458,t1_NODE_265_length_1458_cov_3.641483,97.53,False
Cluster 1352,1560,t1_NODE_144_length_1560_cov_3.592691,98.53,False
Cluster 1352,1532,t1_NODE_177_length_1532_cov_2.771158,98.69,False
Cluster 1352,1515,t1_NODE_184_length_1515_cov_4.548630,98.55,False
Cluster 1352,2157,t1_NODE_196_length_2157_cov_5.042341,99.03,False
Cluster 1352,1288,t1_NODE_110_length_1288_cov_2.842660,98.99,False
Cluster 1352,1622,t1_NODE_76_length_1622_cov_4.631142,96.73,False
Cluster 1352,1924,t1_NODE_348_length_1924_cov_5.172820,98.86,False
Cluster 1352,2358,t1_NODE_115_length_2358_cov_3.732089,100.00,True
Cluster 1352,1793,t1_NODE_268_length_1793_cov_3.860759,97.21,False
Cluster 1352,2029,t1_NODE_106_length_2029_cov_5.265451,98.97,False
Cluster 1352,1751,t1_NODE_150_length_1751_cov_3.099646,99.14,False
Cluster 1353,1564,t1_NODE_69_length_1564_cov_4.005302,95.91,False
Cluster 1353,1242,t1_NODE_72_length_1242_cov_2.437237,98.47,False
Cluster 1353,1144,t1_NODE_90_length_1144_cov_2.764922,99.48,False
Cluster 1353,2357,t1_NODE_79_length_2357_cov_3.875326,100.00,True
Cluster 1353,1982,t1_NODE_461_length_1982_cov_4.825636,96.42,False
Cluster 1353,2163,t1_NODE_53_length_2163_cov_2.872391,91.54,False
Cluster 1353,2116,t1_NODE_126_length_2116_cov_5.098981,99.57,False
Cluster 1353,1571,t1_NODE_357_length_1571_cov_2.933377,86.51,False
Cluster 1353,1094,t1_NODE_1266_length_1094_cov_5.867180,92.23,False
Cluster 1353,1871,t1_NODE_232_length_1871_cov_2.336454,94.55,False
Cluster 1353,1325,t1_NODE_1278_length_1325_cov_3.721260,93.06,False
Cluster 1354,2357,t1_NODE_261_length_2357_cov_4.260643,100.00,True
Cluster 1355,2037,t1_NODE_169_length_2037_cov_2.667508,93.57,False
Cluster 1355,1875,t1_NODE_234_length_1875_cov_2.469231,91.89,False
Cluster 1355,2356,t1_NODE_59_length_2356_cov_3.960017,100.00,True
Cluster 1356,1031,t1_NODE_871_length_1031_cov_2.406762,96.31,False
Cluster 1356,1115,t1_NODE_1043_length_1115_cov_3.691509,98.30,False
Cluster 1356,2355,t1_NODE_262_length_2355_cov_5.751739,100.00,True
Cluster 1356,1914,t1_NODE_267_length_1914_cov_3.980097,88.82,False
Cluster 1356,1091,t1_NODE_667_length_1091_cov_6.901544,96.61,False
Cluster 1356,1300,t1_NODE_1353_length_1300_cov_6.797590,97.46,False
Cluster 1357,2355,t1_NODE_79_length_2355_cov_14.480435,100.00,True
Cluster 1357,1139,t1_NODE_423_length_1139_cov_1.528598,86.30,False
Cluster 1358,1128,t1_NODE_611_length_1128_cov_2.858341,95.83,False
Cluster 1358,1147,t1_NODE_1104_length_1147_cov_4.042125,96.86,False
Cluster 1358,2355,t1_NODE_182_length_2355_cov_4.443478,100.00,True
Cluster 1358,1294,t1_NODE_440_length_1294_cov_3.819209,96.21,False
Cluster 1358,1124,t1_NODE_2011_length_1124_cov_2.934518,95.73,False
Cluster 1359,2354,t1_NODE_127_length_2354_cov_7.033058,100.00,True
Cluster 1360,1336,t1_NODE_132_length_1336_cov_16.871194,96.78,False
Cluster 1360,1380,t1_NODE_56_length_1380_cov_7.295849,97.54,False
Cluster 1360,1845,t1_NODE_83_length_1845_cov_13.709497,89.59,False
Cluster 1360,1472,t1_NODE_48_length_1472_cov_7.734651,88.65,False
Cluster 1360,1230,t1_NODE_7_length_1230_cov_4.741277,96.67,False
Cluster 1360,1163,t1_NODE_93_length_1163_cov_9.327617,99.40,False
Cluster 1360,1934,t1_NODE_97_length_1934_cov_16.417775,85.83,False
Cluster 1360,1761,t1_NODE_215_length_1761_cov_16.994138,88.30,False
Cluster 1360,1805,t1_NODE_66_length_1805_cov_5.990857,90.30,False
Cluster 1360,1569,t1_NODE_92_length_1569_cov_8.449141,93.24,False
Cluster 1360,2353,t1_NODE_263_length_2353_cov_21.294169,100.00,True
Cluster 1360,1571,t1_NODE_138_length_1571_cov_10.488127,89.56,False
Cluster 1360,1779,t1_NODE_142_length_1779_cov_13.101508,88.48,False
Cluster 1360,1935,t1_NODE_176_length_1935_cov_14.523936,99.12,False
Cluster 1360,1126,t1_NODE_1028_length_1126_cov_5.332400,87.03,False
Cluster 1360,1667,t1_NODE_300_length_1667_cov_13.337469,88.00,False
Cluster 1360,1424,t1_NODE_180_length_1424_cov_6.880205,90.17,False
Cluster 1360,1674,t1_NODE_284_length_1674_cov_12.576899,89.96,False
Cluster 1360,1342,t1_NODE_95_length_1342_cov_5.858586,95.31,False
Cluster 1360,1250,t1_NODE_6_length_1250_cov_4.527197,95.92,False
Cluster 1360,1268,t1_NODE_22_length_1268_cov_3.901072,98.82,False
Cluster 1360,1250,t1_NODE_9_length_1250_cov_3.291213,94.88,False
Cluster 1360,1352,t1_NODE_6_length_1352_cov_6.599075,91.79,False
Cluster 1360,1174,t1_NODE_33_length_1174_cov_7.591600,95.23,False
Cluster 1360,1340,t1_NODE_99_length_1340_cov_5.470039,98.88,False
Cluster 1360,1257,t1_NODE_84_length_1257_cov_6.089018,98.49,False
Cluster 1360,1747,t1_NODE_288_length_1747_cov_11.212766,89.93,False
Cluster 1360,1579,t1_NODE_96_length_1579_cov_10.394357,86.57,False
Cluster 1360,1558,t1_NODE_408_length_1558_cov_20.036593,89.28,False
Cluster 1360,1093,t1_NODE_39_length_1093_cov_5.052987,97.62,False
Cluster 1360,1759,t1_NODE_152_length_1759_cov_16.444836,90.11,False
Cluster 1360,1620,t1_NODE_220_length_1620_cov_22.125879,92.59,False
Cluster 1360,1257,t1_NODE_185_length_1257_cov_7.389351,93.40,False
Cluster 1360,1695,t1_NODE_241_length_1695_cov_12.504878,90.74,False
Cluster 1360,1161,t1_NODE_19_length_1161_cov_2.671790,94.23,False
Cluster 1360,1904,t1_NODE_78_length_1904_cov_10.194159,99.53,False
Cluster 1360,1461,t1_NODE_210_length_1461_cov_6.437411,92.54,False
Cluster 1360,1741,t1_NODE_117_length_1741_cov_10.518980,90.70,False
Cluster 1360,1635,t1_NODE_124_length_1635_cov_9.803165,93.39,False
Cluster 1360,1558,t1_NODE_133_length_1558_cov_9.993347,89.47,False
Cluster 1360,1645,t1_NODE_428_length_1645_cov_20.264151,91.43,False
Cluster 1360,2253,t1_NODE_156_length_2253_cov_14.900819,98.98,False
Cluster 1360,1316,t1_NODE_100_length_1316_cov_11.781919,96.50,False
Cluster 1360,1232,t1_NODE_183_length_1232_cov_22.614274,95.05,False
Cluster 1360,1526,t1_NODE_66_length_1526_cov_6.044188,94.10,False
Cluster 1360,2012,t1_NODE_305_length_2012_cov_18.010220,99.06,False
Cluster 1360,1692,t1_NODE_308_length_1692_cov_19.061087,90.60,False
Cluster 1360,1409,t1_NODE_226_length_1409_cov_10.232644,90.70,False
Cluster 1360,1875,t1_NODE_221_length_1875_cov_17.160440,99.09,False
Cluster 1360,2161,t1_NODE_88_length_2161_cov_12.145774,97.59,False
Cluster 1360,1151,t1_NODE_21_length_1151_cov_6.864964,98.35,False
Cluster 1360,1719,t1_NODE_182_length_1719_cov_12.560697,89.88,False
Cluster 1360,1571,t1_NODE_9_length_1571_cov_5.934697,99.24,False
Cluster 1360,1395,t1_NODE_314_length_1395_cov_7.003731,87.17,False
Cluster 1360,1229,t2_NODE_12_length_1229_cov_2.425043,95.28,False
Cluster 1361,2353,t1_NODE_103_length_2353_cov_3.154047,100.00,True
Cluster 1361,1740,t1_NODE_102_length_1740_cov_3.525223,96.55,False
Cluster 1362,1101,t1_NODE_1083_length_1101_cov_2.784895,87.74,False
Cluster 1362,1887,t1_NODE_175_length_1887_cov_3.116812,97.14,False
Cluster 1362,2353,t1_NODE_56_length_2353_cov_5.129678,100.00,True
Cluster 1362,1036,t1_NODE_2491_length_1036_cov_3.725790,94.40,False
Cluster 1363,2352,t1_NODE_97_length_2352_cov_5.369613,100.00,True
Cluster 1364,2351,t1_NODE_128_length_2351_cov_16.509582,100.00,True
Cluster 1365,2350,t1_NODE_265_length_2350_cov_2.518954,100.00,True
Cluster 1365,1048,t1_NODE_2005_length_1048_cov_2.451158,93.03,False
Cluster 1365,1020,t1_NODE_2178_length_1020_cov_2.080829,88.73,False
Cluster 1365,1163,t1_NODE_620_length_1163_cov_1.829422,93.21,False
Cluster 1366,2350,t1_NODE_104_length_2350_cov_7.220479,100.00,True
Cluster 1367,1037,t1_NODE_509_length_1037_cov_2.104888,94.79,False
Cluster 1367,1512,t1_NODE_1146_length_1512_cov_3.431709,85.65,False
Cluster 1367,1138,t1_NODE_986_length_1138_cov_3.515235,98.33,False
Cluster 1367,1076,t1_NODE_1184_length_1076_cov_2.837414,85.97,False
Cluster 1367,1127,t1_NODE_1049_length_1127_cov_2.563433,98.49,False
Cluster 1367,1142,t1_NODE_933_length_1142_cov_3.677093,98.60,False
Cluster 1367,2350,t1_NODE_105_length_2350_cov_3.320261,100.00,True
Cluster 1367,1053,t1_NODE_1247_length_1053_cov_2.270541,98.86,False
Cluster 1367,1023,t1_NODE_868_length_1023_cov_3.203512,98.53,False
Cluster 1367,1347,t1_NODE_480_length_1347_cov_2.296440,96.66,False
Cluster 1367,1395,t1_NODE_671_length_1395_cov_4.114179,97.28,False
Cluster 1367,1189,t1_NODE_1200_length_1189_cov_3.111111,90.41,False
Cluster 1367,1511,t1_NODE_729_length_1511_cov_3.223214,97.02,False
Cluster 1367,1038,t1_NODE_1159_length_1038_cov_2.466938,97.40,False
Cluster 1367,1409,t1_NODE_337_length_1409_cov_3.169129,95.88,False
Cluster 1367,2172,t1_NODE_300_length_2172_cov_6.193198,97.97,False
Cluster 1368,2350,t1_NODE_129_length_2350_cov_4.940741,100.00,True
